"cust_id"	"sales_total"	"num_of_orders"	"gender"	"per_order"
"1708"	101708	295.27	3	"F"	98.4233333333333
"1709"	101709	127.18	3	"M"	42.3933333333333
"1710"	101710	192.24	1	"M"	192.24
"1711"	101711	40.99	1	"F"	40.99
"1712"	101712	165.34	2	"F"	82.67
"1713"	101713	71.60174023	1	"M"	71.60174023
"1714"	101714	193.67	2	"F"	96.835
"1715"	101715	180.33	2	"F"	90.165
"1716"	101716	228.64	3	"F"	76.2133333333333
"1717"	101717	284.16	3	"F"	94.72
"1718"	101718	30.78	2	"F"	15.39
"1719"	101719	119.88	2	"M"	59.94
"1720"	101720	77.15	2	"M"	38.575
"1721"	101721	51.64	2	"F"	25.82
"1722"	101722	115.15	1	"F"	115.15
"1723"	101723	224.41	4	"F"	56.1025
"1724"	101724	405.69	2	"M"	202.845
"1725"	101725	42.92	2	"M"	21.46
"1726"	101726	219.67	2	"M"	109.835
"1727"	101727	32.31161566	2	"M"	16.15580783
"1728"	101728	216.13	1	"M"	216.13
"1729"	101729	295.24	1	"F"	295.24
"1730"	101730	82.63	2	"F"	41.315
"1731"	101731	54.06	2	"M"	27.03
"1732"	101732	215.96	3	"M"	71.9866666666667
"1733"	101733	486.99	3	"F"	162.33
"1734"	101734	253.19	1	"F"	253.19
"1735"	101735	935.42	5	"M"	187.084
"1736"	101736	82.54	1	"M"	82.54
"1737"	101737	188.56	1	"F"	188.56
"1738"	101738	676.67	4	"M"	169.1675
"1739"	101739	83.36	1	"F"	83.36
"1740"	101740	41.53	1	"F"	41.53
"1741"	101741	52.16	3	"M"	17.3866666666667
"1742"	101742	1288.44	5	"M"	257.688
"1743"	101743	94.12926491	2	"M"	47.064632455
"1744"	101744	30.49	1	"M"	30.49
"1745"	101745	331.21	4	"F"	82.8025
"1746"	101746	77.59	1	"F"	77.59
"1747"	101747	180.68	3	"F"	60.2266666666667
"1748"	101748	101.78	3	"F"	33.9266666666667
"1749"	101749	660.29	5	"M"	132.058
"1750"	101750	203.17	2	"F"	101.585
"1751"	101751	300.88	3	"M"	100.293333333333
"1752"	101752	202.76	2	"F"	101.38
"1753"	101753	262.42	2	"F"	131.21
"1754"	101754	145.48	1	"F"	145.48
"1755"	101755	109.52	2	"F"	54.76
"1756"	101756	108.88	3	"M"	36.2933333333333
"1757"	101757	91.51	2	"F"	45.755
"1758"	101758	1061.18	7	"M"	151.597142857143
"1759"	101759	625.74	4	"M"	156.435
"1760"	101760	192.47	1	"M"	192.47
"1761"	101761	42.96	1	"F"	42.96
"1762"	101762	61.99	2	"M"	30.995
"1763"	101763	50.03	3	"F"	16.6766666666667
"1764"	101764	57.22	2	"M"	28.61
"1765"	101765	202.54	1	"M"	202.54
"1766"	101766	157.06	1	"M"	157.06
"1767"	101767	681.8	2	"F"	340.9
"1768"	101768	66.24	2	"M"	33.12
"1769"	101769	178.75	1	"M"	178.75
"1770"	101770	89.86	3	"M"	29.9533333333333
"1771"	101771	160.87	2	"M"	80.435
"1772"	101772	78.74	2	"M"	39.37
"1773"	101773	49.48	2	"M"	24.74
"1774"	101774	164.26	2	"M"	82.13
"1775"	101775	592.15	4	"F"	148.0375
"1776"	101776	135.53	2	"F"	67.765
"1777"	101777	115.92	3	"M"	38.64
"1778"	101778	86.25	1	"M"	86.25
"1779"	101779	93.27	1	"F"	93.27
"1780"	101780	77.18	3	"M"	25.7266666666667
"1781"	101781	180.04	1	"F"	180.04
"1782"	101782	34.91	1	"F"	34.91
"1783"	101783	191.39	1	"F"	191.39
"1784"	101784	271.81	3	"F"	90.6033333333333
"1785"	101785	954.75	4	"M"	238.6875
"1786"	101786	531.17	2	"M"	265.585
"1787"	101787	209.25	3	"M"	69.75
"1788"	101788	94.29	2	"M"	47.145
"1789"	101789	596.45	3	"M"	198.816666666667
"1790"	101790	35.67	1	"M"	35.67
"1791"	101791	370.77	3	"M"	123.59
"1792"	101792	166.34	3	"M"	55.4466666666667
"1793"	101793	285.79	3	"M"	95.2633333333333
"1794"	101794	194.77	2	"F"	97.385
"1795"	101795	670.45	3	"M"	223.483333333333
"1796"	101796	59.68	2	"M"	29.84
"1797"	101797	60.79882904	3	"M"	20.2662763466667
"1798"	101798	183.35	3	"F"	61.1166666666667
"1799"	101799	52.43	1	"M"	52.43
"1800"	101800	82.66	2	"F"	41.33
"1801"	101801	1059.01	5	"F"	211.802
"1802"	101802	186.37	2	"F"	93.185
"1803"	101803	73.19	1	"M"	73.19
"1804"	101804	89.15	1	"M"	89.15
"1805"	101805	415.48	1	"F"	415.48
"1806"	101806	150.22	2	"F"	75.11
"1807"	101807	121.54	3	"M"	40.5133333333333
"1808"	101808	76.47	1	"F"	76.47
"1809"	101809	113.93	2	"M"	56.965
"1810"	101810	211.58	1	"M"	211.58
"1811"	101811	161.25	1	"F"	161.25
"1812"	101812	43.82	1	"F"	43.82
"1813"	101813	122.14	1	"F"	122.14
"1814"	101814	92.84	3	"F"	30.9466666666667
"1815"	101815	67.69	2	"F"	33.845
"1816"	101816	75.75942027	1	"M"	75.75942027
"1817"	101817	53.05	3	"F"	17.6833333333333
"1818"	101818	56.48	2	"M"	28.24
"1819"	101819	307.9	3	"M"	102.633333333333
"1820"	101820	112.41	2	"M"	56.205
"1821"	101821	84.2233782	1	"M"	84.2233782
"1822"	101822	290.69	1	"M"	290.69
"1823"	101823	46.01	2	"F"	23.005
"1824"	101824	112.81	2	"F"	56.405
"1825"	101825	698.76	5	"F"	139.752
"1826"	101826	159.54	1	"F"	159.54
"1827"	101827	311.14	2	"M"	155.57
"1828"	101828	117.89	2	"F"	58.945
"1829"	101829	72.86	1	"M"	72.86
"1830"	101830	431.2	2	"F"	215.6
"1831"	101831	120.07	2	"M"	60.035
"1832"	101832	1006.3	6	"F"	167.716666666667
"1833"	101833	284.63	1	"F"	284.63
"1834"	101834	48.24	1	"M"	48.24
"1835"	101835	106.79	1	"F"	106.79
"1836"	101836	70.32	2	"F"	35.16
"1837"	101837	112.42	1	"M"	112.42
"1838"	101838	785.78	5	"M"	157.156
"1839"	101839	40.37	2	"F"	20.185
"1840"	101840	240.94	2	"M"	120.47
"1841"	101841	105.45	3	"F"	35.15
"1842"	101842	648.68	6	"M"	108.113333333333
"1843"	101843	312.7	2	"M"	156.35
"1844"	101844	370.89	2	"M"	185.445
"1845"	101845	43.15	1	"M"	43.15
"1846"	101846	51.47	2	"F"	25.735
"1847"	101847	354.86	3	"M"	118.286666666667
"1848"	101848	55.11	3	"F"	18.37
"1849"	101849	597.54	4	"M"	149.385
"1850"	101850	208.65	1	"F"	208.65
"1851"	101851	1282.07	6	"F"	213.678333333333
"1852"	101852	219.58	2	"M"	109.79
"1853"	101853	191.93	3	"F"	63.9766666666667
"1854"	101854	72.21	3	"M"	24.07
"1855"	101855	224.78	4	"F"	56.195
"1856"	101856	124.34	2	"M"	62.17
"1857"	101857	196.36	1	"F"	196.36
"1858"	101858	37.5599136	2	"M"	18.7799568
"1859"	101859	48.71	1	"F"	48.71
"1860"	101860	48.92	1	"M"	48.92
"1861"	101861	128.11	2	"M"	64.055
"1862"	101862	137.51	2	"M"	68.755
"1863"	101863	74.07	3	"F"	24.69
"1864"	101864	307.58	2	"F"	153.79
"1865"	101865	1974.15	5	"M"	394.83
"1866"	101866	208.02	1	"M"	208.02
"1867"	101867	223.03	1	"F"	223.03
"1868"	101868	212.94	3	"F"	70.98
"1869"	101869	112.84	3	"F"	37.6133333333333
"1870"	101870	163.07	2	"F"	81.535
"1871"	101871	373.61	2	"M"	186.805
"1872"	101872	311.05	3	"F"	103.683333333333
"1873"	101873	81.23	2	"F"	40.615
"1874"	101874	93.04	2	"F"	46.52
"1875"	101875	69.24	1	"F"	69.24
"1876"	101876	101.45	2	"M"	50.725
"1877"	101877	114.85	3	"M"	38.2833333333333
"1878"	101878	64.91	2	"M"	32.455
"1879"	101879	755	5	"M"	151
"1880"	101880	145.12	1	"F"	145.12
"1881"	101881	38.83	2	"M"	19.415
"1882"	101882	276.33	3	"F"	92.11
"1883"	101883	389.15	2	"F"	194.575
"1884"	101884	105.13	1	"F"	105.13
"1885"	101885	32.50374696	3	"F"	10.83458232
"1886"	101886	112.04	2	"M"	56.02
"1887"	101887	199.45	2	"M"	99.725
"1888"	101888	139.57	2	"F"	69.785
"1889"	101889	827.37	3	"F"	275.79
"1890"	101890	224.6	1	"M"	224.6
"1891"	101891	465.35	2	"F"	232.675
"1892"	101892	253.95	3	"M"	84.65
"1893"	101893	138.38	2	"F"	69.19
"1894"	101894	49.41	2	"M"	24.705
"1895"	101895	278.9	2	"M"	139.45
"1896"	101896	142.69	1	"M"	142.69
"1897"	101897	240.94	3	"F"	80.3133333333333
"1898"	101898	36.08	1	"M"	36.08
"1899"	101899	403.88	3	"F"	134.626666666667
"1900"	101900	2223.01	17	"M"	130.765294117647
"1901"	101901	113.69	3	"M"	37.8966666666667
"1902"	101902	32.32	1	"M"	32.32
"1903"	101903	139.09	2	"F"	69.545
"1904"	101904	215.95	4	"F"	53.9875
"1905"	101905	665.55	5	"M"	133.11
"1906"	101906	233.18	1	"M"	233.18
"1907"	101907	102.49	2	"F"	51.245
"1908"	101908	98.56	2	"F"	49.28
"1909"	101909	159.35	3	"F"	53.1166666666667
"1910"	101910	137.2	3	"F"	45.7333333333333
"1911"	101911	159.2	3	"M"	53.0666666666667
"1912"	101912	138.34	1	"M"	138.34
"1913"	101913	370.77	2	"M"	185.385
"1914"	101914	49.37	2	"M"	24.685
"1915"	101915	136.73	2	"F"	68.365
"1916"	101916	327.98	2	"M"	163.99
"1917"	101917	95.29	2	"F"	47.645
"1918"	101918	259.4	1	"M"	259.4
"1919"	101919	52.84	2	"F"	26.42
"1920"	101920	317.95	1	"F"	317.95
"1921"	101921	218.95	2	"M"	109.475
"1922"	101922	350.73	4	"M"	87.6825
"1923"	101923	430.55	2	"M"	215.275
"1924"	101924	110.8	1	"M"	110.8
"1925"	101925	322.75	2	"F"	161.375
"1926"	101926	542.92	5	"F"	108.584
"1927"	101927	136.52	1	"F"	136.52
"1928"	101928	198.49	2	"F"	99.245
"1929"	101929	75.56	1	"F"	75.56
"1930"	101930	186.31	3	"F"	62.1033333333333
"1931"	101931	117.87	2	"M"	58.935
"1932"	101932	444.26	1	"F"	444.26
"1933"	101933	736.28	2	"M"	368.14
"1934"	101934	164.88	3	"F"	54.96
"1935"	101935	165.43	2	"M"	82.715
"1936"	101936	54.47	2	"M"	27.235
"1937"	101937	161.07	2	"F"	80.535
"1938"	101938	198.5	3	"M"	66.1666666666667
"1939"	101939	268.82	4	"M"	67.205
"1940"	101940	250.04	2	"M"	125.02
"1941"	101941	70	3	"F"	23.3333333333333
"1942"	101942	128.43	3	"F"	42.81
"1943"	101943	127.37	2	"F"	63.685
"1944"	101944	192.68	3	"F"	64.2266666666667
"1945"	101945	353.68	4	"F"	88.42
"1946"	101946	132.1	2	"F"	66.05
"1947"	101947	501	2	"F"	250.5
"1948"	101948	201.24	4	"F"	50.31
"1949"	101949	171.23	1	"F"	171.23
"1950"	101950	82.76	3	"M"	27.5866666666667
"1951"	101951	114.32	3	"F"	38.1066666666667
"1952"	101952	50.96	3	"F"	16.9866666666667
"1953"	101953	113.45	2	"M"	56.725
"1954"	101954	49.25	1	"M"	49.25
"1955"	101955	330.11	2	"M"	165.055
"1956"	101956	151.07	2	"M"	75.535
"1957"	101957	506.54	3	"M"	168.846666666667
"1958"	101958	165.15	1	"F"	165.15
"1959"	101959	407.21	2	"F"	203.605
"1960"	101960	425.56	2	"F"	212.78
"1961"	101961	512.25	3	"F"	170.75
"1962"	101962	380.05	3	"M"	126.683333333333
"1963"	101963	135.42	3	"F"	45.14
"1964"	101964	368.34	1	"F"	368.34
"1965"	101965	108.57	1	"M"	108.57
"1966"	101966	51.63	2	"M"	25.815
"1967"	101967	237.46	1	"F"	237.46
"1968"	101968	136.99	3	"M"	45.6633333333333
"1969"	101969	107.92	1	"F"	107.92
"1970"	101970	76.29346182	1	"F"	76.29346182
"1971"	101971	125.55	1	"M"	125.55
"1972"	101972	96.83	1	"F"	96.83
"1973"	101973	91.93862137	2	"M"	45.969310685
"1974"	101974	123.18	2	"M"	61.59
"1975"	101975	551.11	6	"F"	91.8516666666667
"1976"	101976	181.86	1	"M"	181.86
"1977"	101977	336.05	4	"M"	84.0125
"1978"	101978	302.47	1	"M"	302.47
"1979"	101979	338.75	3	"M"	112.916666666667
"1980"	101980	138.06	3	"M"	46.02
"1981"	101981	81.66	2	"M"	40.83
"1982"	101982	160.63	1	"F"	160.63
"1983"	101983	81.7531856	2	"F"	40.8765928
"1984"	101984	161.32	2	"M"	80.66
"1985"	101985	302.72	3	"F"	100.906666666667
"1986"	101986	51.18	2	"M"	25.59
"1987"	101987	215.44	1	"F"	215.44
"1988"	101988	63.74747274	2	"M"	31.87373637
"1989"	101989	79.39	1	"M"	79.39
"1990"	101990	253.01	1	"M"	253.01
"1991"	101991	499.93	3	"M"	166.643333333333
"1992"	101992	361.29	3	"F"	120.43
"1993"	101993	157.24	1	"M"	157.24
"1994"	101994	252.39	3	"F"	84.13
"1995"	101995	60.88	1	"M"	60.88
"1996"	101996	687.27	3	"F"	229.09
"1997"	101997	148.33	2	"M"	74.165
"1998"	101998	46.64728881	1	"F"	46.64728881
"1999"	101999	226.47	3	"F"	75.49
"2000"	102000	86.42	2	"M"	43.21
"2001"	102001	188.39	1	"M"	188.39
"2002"	102002	661.82	2	"F"	330.91
"2003"	102003	42.06	1	"F"	42.06
"2004"	102004	69.59955462	2	"M"	34.79977731
"2005"	102005	785.31	5	"F"	157.062
"2006"	102006	36.38	2	"F"	18.19
"2007"	102007	66.74	3	"F"	22.2466666666667
"2008"	102008	125.13	3	"M"	41.71
"2009"	102009	324.94	3	"F"	108.313333333333
"2010"	102010	169.92	1	"F"	169.92
"2011"	102011	586.97	6	"M"	97.8283333333333
"2012"	102012	278.1	2	"M"	139.05
"2013"	102013	100.22	2	"F"	50.11
"2014"	102014	96.26320311	2	"M"	48.131601555
"2015"	102015	1079.61	5	"F"	215.922
"2016"	102016	179.4	3	"F"	59.8
"2017"	102017	161.33	2	"M"	80.665
"2018"	102018	538.18	6	"F"	89.6966666666667
"2019"	102019	39.9	1	"M"	39.9
"2020"	102020	197.28	1	"F"	197.28
"2021"	102021	86.86	2	"M"	43.43
"2022"	102022	83.75	1	"F"	83.75
"2023"	102023	381.74	2	"M"	190.87
"2024"	102024	204.08	2	"F"	102.04
"2025"	102025	43.15	1	"M"	43.15
"2026"	102026	363.03	1	"F"	363.03
"2027"	102027	74.77	2	"M"	37.385
"2028"	102028	55.69	3	"F"	18.5633333333333
"2029"	102029	912.11	4	"M"	228.0275
"2030"	102030	92.88	1	"F"	92.88
"2031"	102031	146.01	3	"M"	48.67
"2032"	102032	183.45	1	"F"	183.45
"2033"	102033	150.78	2	"F"	75.39
"2034"	102034	599.49	3	"F"	199.83
"2035"	102035	132.91	1	"M"	132.91
"2036"	102036	56.49	3	"F"	18.83
"2037"	102037	56.85	3	"M"	18.95
"2038"	102038	98.68	3	"M"	32.8933333333333
"2039"	102039	159.21	2	"M"	79.605
"2040"	102040	44.93	2	"F"	22.465
"2041"	102041	278.16	3	"F"	92.72
"2042"	102042	105.29	2	"F"	52.645
"2043"	102043	319.61	1	"M"	319.61
"2044"	102044	34.71	1	"F"	34.71
"2045"	102045	234.76	3	"F"	78.2533333333333
"2046"	102046	183.79	1	"M"	183.79
"2047"	102047	270.97	3	"M"	90.3233333333333
"2048"	102048	38.97	1	"M"	38.97
"2049"	102049	74.82	1	"M"	74.82
"2050"	102050	539.87	4	"F"	134.9675
"2051"	102051	41.59	1	"F"	41.59
"2052"	102052	298.09	2	"F"	149.045
"2053"	102053	261.75	3	"M"	87.25
"2054"	102054	488.69	4	"M"	122.1725
"2055"	102055	77.83	2	"F"	38.915
"2056"	102056	357.89	4	"M"	89.4725
"2057"	102057	77.6	2	"M"	38.8
"2058"	102058	86.4	3	"M"	28.8
"2059"	102059	301.99	1	"M"	301.99
"2060"	102060	129.28	2	"M"	64.64
"2061"	102061	223.67	3	"M"	74.5566666666667
"2062"	102062	193.41	3	"F"	64.47
"2063"	102063	139.47	3	"M"	46.49
"2064"	102064	533.06	6	"M"	88.8433333333333
"2065"	102065	148.56	2	"F"	74.28
"2066"	102066	67.76	2	"F"	33.88
"2067"	102067	63.69	2	"M"	31.845
"2068"	102068	236.86	2	"F"	118.43
"2069"	102069	572.66	4	"M"	143.165
"2070"	102070	162.44	2	"F"	81.22
"2071"	102071	142.98	2	"F"	71.49
"2072"	102072	552.4	3	"F"	184.133333333333
"2073"	102073	263.67	4	"M"	65.9175
"2074"	102074	56.48	2	"F"	28.24
"2075"	102075	345.49	3	"M"	115.163333333333
"2076"	102076	31.04	2	"F"	15.52
"2077"	102077	372.12	3	"F"	124.04
"2078"	102078	331.08	3	"F"	110.36
"2079"	102079	149.93	3	"F"	49.9766666666667
"2080"	102080	972.9	4	"F"	243.225
"2081"	102081	60.16	3	"M"	20.0533333333333
"2082"	102082	129.73	2	"M"	64.865
"2083"	102083	76.73441389	1	"M"	76.73441389
"2084"	102084	132.15	2	"M"	66.075
"2085"	102085	515.18	4	"M"	128.795
"2086"	102086	242.74	2	"M"	121.37
"2087"	102087	190.65	2	"F"	95.325
"2088"	102088	154.44	3	"M"	51.48
"2089"	102089	144.7	1	"F"	144.7
"2090"	102090	152.95	2	"F"	76.475
"2091"	102091	79.64	2	"M"	39.82
"2092"	102092	104.63	1	"F"	104.63
"2093"	102093	796.04	4	"F"	199.01
"2094"	102094	476.13	4	"F"	119.0325
"2095"	102095	59.44	2	"M"	29.72
"2096"	102096	99.94	1	"F"	99.94
"2097"	102097	50.98	3	"M"	16.9933333333333
"2098"	102098	123.93	1	"M"	123.93
"2099"	102099	497.27	3	"M"	165.756666666667
"2100"	102100	58.83	3	"F"	19.61
"2101"	102101	115.08	2	"M"	57.54
"2102"	102102	269	3	"F"	89.6666666666667
"2103"	102103	601.84	6	"F"	100.306666666667
"2104"	102104	314.89	2	"M"	157.445
"2105"	102105	408.94	2	"F"	204.47
"2106"	102106	44.68	2	"M"	22.34
"2107"	102107	101.87	3	"F"	33.9566666666667
"2108"	102108	42.25	1	"F"	42.25
"2109"	102109	70.9	2	"M"	35.45
"2110"	102110	184.78	3	"M"	61.5933333333333
"2111"	102111	264.25	2	"M"	132.125
"2112"	102112	302.88	2	"M"	151.44
"2113"	102113	34.34	2	"M"	17.17
"2114"	102114	1058.28	6	"M"	176.38
"2115"	102115	43.69	2	"M"	21.845
"2116"	102116	133.24	2	"F"	66.62
"2117"	102117	65.81	2	"M"	32.905
"2118"	102118	190.54	2	"F"	95.27
"2119"	102119	69	2	"F"	34.5
"2120"	102120	424.72	3	"M"	141.573333333333
"2121"	102121	49.9	1	"F"	49.9
"2122"	102122	157.52	3	"F"	52.5066666666667
"2123"	102123	82.51	2	"M"	41.255
"2124"	102124	45.1	1	"F"	45.1
"2125"	102125	440.56	2	"F"	220.28
"2126"	102126	182.56	1	"M"	182.56
"2127"	102127	65.96	2	"M"	32.98
"2128"	102128	336.07	1	"F"	336.07
"2129"	102129	30.08	1	"M"	30.08
"2130"	102130	139.58	3	"M"	46.5266666666667
"2131"	102131	126.14	2	"M"	63.07
"2132"	102132	242.67	4	"M"	60.6675
"2133"	102133	414.87	3	"F"	138.29
"2134"	102134	93.64	3	"F"	31.2133333333333
"2135"	102135	31.77	2	"F"	15.885
"2136"	102136	132.89	3	"M"	44.2966666666667
"2137"	102137	445.16	3	"M"	148.386666666667
"2138"	102138	209.65	1	"M"	209.65
"2139"	102139	295.6	1	"M"	295.6
"2140"	102140	324.5	3	"M"	108.166666666667
"2141"	102141	123.2	2	"M"	61.6
"2142"	102142	475.37	1	"M"	475.37
"2143"	102143	94.92	1	"M"	94.92
"2144"	102144	245.2	2	"F"	122.6
"2145"	102145	336.97	3	"F"	112.323333333333
"2146"	102146	1163.47	7	"M"	166.21
"2147"	102147	340.45	3	"F"	113.483333333333
"2148"	102148	178.24	3	"M"	59.4133333333333
"2149"	102149	211.94	3	"M"	70.6466666666667
"2150"	102150	38.88	2	"F"	19.44
"2151"	102151	155.88	3	"F"	51.96
"2152"	102152	292.96	4	"M"	73.24
"2153"	102153	129.18	2	"M"	64.59
"2154"	102154	198.15	1	"M"	198.15
"2155"	102155	305.12	3	"M"	101.706666666667
"2156"	102156	270.75	1	"M"	270.75
"2157"	102157	67	1	"M"	67
"2158"	102158	397.19	3	"M"	132.396666666667
"2159"	102159	118.38	1	"M"	118.38
"2160"	102160	52.13	2	"M"	26.065
"2161"	102161	491.75	3	"F"	163.916666666667
"2162"	102162	54.46	1	"M"	54.46
"2163"	102163	45.75	1	"M"	45.75
"2164"	102164	227.33	2	"M"	113.665
"2165"	102165	129.57	3	"F"	43.19
"2166"	102166	413.29	2	"M"	206.645
"2167"	102167	68.08	2	"F"	34.04
"2168"	102168	164.17	3	"M"	54.7233333333333
"2169"	102169	499.23	4	"M"	124.8075
"2170"	102170	319.21	3	"F"	106.403333333333
"2171"	102171	123.78	1	"F"	123.78
"2172"	102172	42.9	1	"M"	42.9
"2173"	102173	392.89	2	"M"	196.445
"2174"	102174	231.73	4	"M"	57.9325
"2175"	102175	399.57	2	"F"	199.785
"2176"	102176	217.95	2	"F"	108.975
"2177"	102177	307.03	3	"F"	102.343333333333
"2178"	102178	98.43	1	"M"	98.43
"2179"	102179	140.02	2	"M"	70.01
"2180"	102180	176.27	2	"F"	88.135
"2181"	102181	80.69	3	"F"	26.8966666666667
"2182"	102182	97.63	2	"F"	48.815
"2183"	102183	227.27	2	"M"	113.635
"2184"	102184	146.81	1	"F"	146.81
"2185"	102185	69.09	3	"F"	23.03
"2186"	102186	148.31	3	"F"	49.4366666666667
"2187"	102187	43.2	2	"M"	21.6
"2188"	102188	186.62	2	"M"	93.31
"2189"	102189	947.85	5	"F"	189.57
"2190"	102190	490.13	3	"M"	163.376666666667
"2191"	102191	112.54	1	"M"	112.54
"2192"	102192	206.98	1	"F"	206.98
"2193"	102193	107.83	2	"M"	53.915
"2194"	102194	64.92	3	"F"	21.64
"2195"	102195	128.61	3	"F"	42.87
"2196"	102196	195.51	1	"F"	195.51
"2197"	102197	32.85	1	"M"	32.85
"2198"	102198	198.86	2	"M"	99.43
"2199"	102199	2224.78	17	"M"	130.869411764706
"2200"	102200	143.42	2	"M"	71.71
"2201"	102201	108.41	2	"M"	54.205
"2202"	102202	444.34	4	"F"	111.085
"2203"	102203	2875.67	8	"M"	359.45875
"2204"	102204	301.42	2	"M"	150.71
"2205"	102205	83.48372533	1	"M"	83.48372533
"2206"	102206	337.33	3	"M"	112.443333333333
"2207"	102207	107.3	2	"F"	53.65
"2208"	102208	613.49	2	"F"	306.745
"2209"	102209	58.77	3	"M"	19.59
"2210"	102210	62.96	3	"F"	20.9866666666667
"2211"	102211	492.92	4	"M"	123.23
"2212"	102212	485.12	4	"M"	121.28
"2213"	102213	107.54	2	"F"	53.77
"2214"	102214	226.21	3	"M"	75.4033333333333
"2215"	102215	310.04	1	"M"	310.04
"2216"	102216	1938.21	6	"F"	323.035
"2217"	102217	129.36	2	"F"	64.68
"2218"	102218	56.74	3	"M"	18.9133333333333
"2219"	102219	373.77	1	"F"	373.77
"2220"	102220	43.91	2	"M"	21.955
"2221"	102221	205.1	1	"F"	205.1
"2222"	102222	166.74	3	"F"	55.58
"2223"	102223	519.74	3	"M"	173.246666666667
"2224"	102224	69.49	2	"F"	34.745
"2225"	102225	456.46	1	"M"	456.46
"2226"	102226	641.64	4	"M"	160.41
"2227"	102227	86.10673819	2	"F"	43.053369095
"2228"	102228	121.35	3	"F"	40.45
"2229"	102229	140.4	2	"M"	70.2
"2230"	102230	702.52	6	"M"	117.086666666667
"2231"	102231	1001.69	6	"M"	166.948333333333
"2232"	102232	211.85	2	"M"	105.925
"2233"	102233	184.21	3	"M"	61.4033333333333
"2234"	102234	249.69	4	"M"	62.4225
"2235"	102235	212.99	3	"F"	70.9966666666667
"2236"	102236	261.49	2	"F"	130.745
"2237"	102237	53.49065138	2	"F"	26.74532569
"2238"	102238	439.44	3	"F"	146.48
"2239"	102239	303.89	2	"F"	151.945
"2240"	102240	187.28	2	"F"	93.64
"2241"	102241	60.48	1	"M"	60.48
"2242"	102242	48.6	1	"F"	48.6
"2243"	102243	112.74	3	"M"	37.58
"2244"	102244	81.2	3	"M"	27.0666666666667
"2245"	102245	288.54	2	"M"	144.27
"2246"	102246	186.81	3	"M"	62.27
"2247"	102247	385.16	2	"M"	192.58
"2248"	102248	692.59	4	"F"	173.1475
"2249"	102249	125.75	2	"F"	62.875
"2250"	102250	186.4	2	"F"	93.2
"2251"	102251	181.22	2	"F"	90.61
"2252"	102252	97.96	2	"F"	48.98
"2253"	102253	303.88	2	"F"	151.94
"2254"	102254	142.86	3	"M"	47.62
"2255"	102255	380.24	3	"M"	126.746666666667
"2256"	102256	745.86	3	"F"	248.62
"2257"	102257	114.17	1	"F"	114.17
"2258"	102258	309.43	4	"F"	77.3575
"2259"	102259	351.95	2	"M"	175.975
"2260"	102260	228.78	2	"M"	114.39
"2261"	102261	241.77	3	"M"	80.59
"2262"	102262	199.84	2	"F"	99.92
"2263"	102263	448.51	2	"M"	224.255
"2264"	102264	109.64	1	"M"	109.64
"2265"	102265	403.12	3	"M"	134.373333333333
"2266"	102266	328.17	3	"M"	109.39
"2267"	102267	75.98627477	2	"F"	37.993137385
"2268"	102268	425.06	1	"M"	425.06
"2269"	102269	216.09	3	"M"	72.03
"2270"	102270	37.78	2	"F"	18.89
"2271"	102271	412.14	2	"M"	206.07
"2272"	102272	259.8	2	"F"	129.9
"2273"	102273	63.39	1	"F"	63.39
"2274"	102274	166.66	2	"F"	83.33
"2275"	102275	165.66	2	"M"	82.83
"2276"	102276	91.93	1	"M"	91.93
"2277"	102277	124.76	3	"M"	41.5866666666667
"2278"	102278	699.61	2	"F"	349.805
"2279"	102279	63.47	1	"F"	63.47
"2280"	102280	317.5	3	"F"	105.833333333333
"2281"	102281	298.83	4	"F"	74.7075
"2282"	102282	55.01	1	"F"	55.01
"2283"	102283	139.55	2	"M"	69.775
"2284"	102284	64.77	2	"M"	32.385
"2285"	102285	178.18	3	"M"	59.3933333333333
"2286"	102286	153.42	1	"F"	153.42
"2287"	102287	183.77	2	"F"	91.885
"2288"	102288	126.09	1	"M"	126.09
"2289"	102289	562.66	4	"F"	140.665
"2290"	102290	50.22	2	"F"	25.11
"2291"	102291	253.02	4	"F"	63.255
"2292"	102292	415.11	1	"F"	415.11
"2293"	102293	249.22	2	"M"	124.61
"2294"	102294	429.65	3	"F"	143.216666666667
"2295"	102295	314.27	1	"M"	314.27
"2296"	102296	186.2	3	"M"	62.0666666666667
"2297"	102297	421.3	1	"M"	421.3
"2298"	102298	386.64	1	"M"	386.64
"2299"	102299	51.13	2	"F"	25.565
"2300"	102300	81.67	3	"M"	27.2233333333333
"2301"	102301	256.62	4	"M"	64.155
"2302"	102302	172.67	2	"M"	86.335
"2303"	102303	601.95	2	"F"	300.975
"2304"	102304	97.61	1	"F"	97.61
"2305"	102305	60.9	2	"M"	30.45
"2306"	102306	171.11	2	"M"	85.555
"2307"	102307	60.62	2	"F"	30.31
"2308"	102308	106.24	1	"F"	106.24
"2309"	102309	204.5	3	"F"	68.1666666666667
"2310"	102310	150.9	2	"M"	75.45
"2311"	102311	165.42	2	"M"	82.71
"2312"	102312	80.108123	2	"F"	40.0540615
"2313"	102313	98.55	2	"F"	49.275
"2314"	102314	278.69	3	"F"	92.8966666666667
"2315"	102315	33.55555228	2	"M"	16.77777614
"2316"	102316	85.82592912	1	"M"	85.82592912
"2317"	102317	132.63	3	"F"	44.21
"2318"	102318	30.54	1	"F"	30.54
